,cohens_d
810,-1.2299708071939588
811,-0.7626822957761028
812,-1.054970669529878
813,-0.8976601619500872
814,0.2915049892767843
815,-0.9910080553817756
816,-1.2641502544734258
817,-0.3716783054809588
818,-0.3615966315341662
819,-1.2972875128648358
820,-1.5807664364521805
821,-1.5086417075073035
822,-0.4272581669312184
823,-1.696133561266214
824,-1.584737461229772
825,-1.1651969867230703
826,0.13235299958292374
827,-1.6052061694966822
828,-1.36448390995731
829,-1.9942691450490428
830,-1.3722348111992257
831,-1.299677360089847
832,-1.60390404918072
833,-1.5681030671984157
834,-1.464096367503286
835,-1.1411079840622744
836,-1.3899692243371828
837,-1.0869663084808943
838,-1.6988639223686322
839,-1.193364210106994
840,-1.6619518230063763
841,-0.2311221668536929
842,-2.010541413923032
843,-1.5570489409491324
844,-1.767766023727453
845,-1.5878756888878416
846,-1.2703033736198928
847,-1.0728085022815956
848,-1.2558846727136
849,-1.1930149026814914
850,-1.3527050906740015
851,-1.5208690694826361
852,0.030453304161277395
853,-0.9273889511431993
854,-1.8202848010802652
855,-0.09134466509797814
856,-1.3169566399206074
857,-1.3144478246989542
858,-1.826444907937423
859,-1.4118633540842724
860,-1.8895616253889607
861,-1.290564310243008
862,-1.5553249987229574
863,-1.0235739738748153
864,-1.0883966621563745
865,-1.2987117118602873
866,-1.4605682833690388
867,-1.3453707732751639
868,-1.9298582690926382
869,-1.7456017903350598
870,-1.5439373459681163
871,-1.6106035827972236
872,-1.6166963443541578
873,-1.3924104800755528
874,-1.8686346272790197
875,-1.6206765861431416
876,-1.772550984529544
877,-1.2338396865040175
878,-1.4687812877379542
879,-0.849235127398449
880,-0.2660623718331899
881,-0.8837519675788222
882,-1.239781677558878
883,-1.2984940073937967
884,-1.430452662192845
885,-1.75309302400363
886,0.15505761557453754
887,-0.21323568354037553
888,-1.8272508885514995
889,-1.5069357456513388
890,-1.5476634202533277
891,-1.518541863356541
892,0.5223666233009201
893,-1.4062919043407331
894,-0.9414349828495501
895,-1.1470102593532445
896,0.09187146873119717
897,-1.6093466029184713
898,-1.6677596589559636
899,-1.4306616399372538
900,-1.5385315345906947
901,-2.0520877694872777
902,-1.6506851109935585
903,-1.774871479751778
904,-1.0447558914208972
905,-1.1133965195178916
906,-0.9640599371222481
907,-2.244062670898865
908,-1.5389739973102783
909,-1.9490312980028772
910,-1.96856934773457
911,0.10934183726167862
912,-1.6389373501227766
913,-1.562326979005005
914,-1.1299082609572075
915,-1.2069520901599267
916,-1.4009200329338463
917,-1.6954551662585777
918,-1.1293049518136826
919,-1.6454111757418037
920,-1.4597853269832264
921,-1.1180385050684893
922,-1.332724756024894
923,-1.299065839526862
924,-1.4689253745314383
925,-1.1921695988728962
926,-1.0303482526915295
927,-1.4987880673757188
928,-1.9272936249653547
929,0.30363946654492907
930,0.23968386675003525
931,-1.313048142034179
932,-1.4535632459140804
933,-1.467995510760813
934,-1.151883520171264
935,-1.5567968297113766
936,-1.0734659357984644
937,-1.6457675716894296
938,-1.249611909255084
939,-0.204419720987656
940,-0.8731588589288127
941,-1.8229851821707566
942,-1.191969526770815
943,-1.8276523861900196
944,-1.578698830817804
945,-0.8333113242979302
946,-1.7791077887205413
947,-1.257758046284099
948,0.3894851981931749
949,-1.1594668019910341
950,-1.897097144795045
951,-1.1078444164554506
952,-1.5040200019052279
953,-1.4112349242233202
954,-1.3164791131487061
955,-1.6492362711451385
956,-1.477455250715925
957,0.3561519597269439
958,-1.217164341673541
959,-1.7922998916506643
960,-0.8995411782709921
961,-1.6545456140162396
962,-1.671814157954163
963,-1.5174416209362265
964,-1.9769715586245147
965,-1.274857360094132
966,-1.3718153998394595
967,-1.5898960529627484
968,-1.9500762997419372
969,-1.512410869227796
970,-1.430054335588062
971,-1.1902883850705583
972,-1.4583019108011006
973,-1.2207959477177357
974,-1.397187720059483
975,-1.5607323583891735
976,-1.2494901290770222
977,-1.3937325831659657
978,-1.515087459997575
979,-1.7612555097613254
980,-1.7738113494040084
981,-0.917861199843366
982,-1.1068974114121657
983,-1.580957726869548
984,-1.0356811095970868
985,-1.0943066542047433
986,-1.2194423419535378
987,-1.4710239838692492
988,-1.5343397850084852
989,-1.2887371569519792
990,0.440086746837844
991,0.10867803190770127
992,-1.5290600442655093
993,-1.6150287077473675
994,-1.5597342364065538
995,-1.1524332449632562
996,-1.7859442769190683
997,-1.6256369601274927
998,-1.3798738679620177
999,-1.3326271803015188
1000,0.4482681507349617
