neuron,cohens_d
372,-0.6251355
373,-1.5802194
374,-0.62846565
375,-0.6369687
376,-0.80000037
377,0.5383376
378,-1.8824061
379,-2.1061296
380,-1.3135256
381,-1.3137951
382,-0.79970974
383,-1.7923409
384,-1.2166615
385,-0.37750706
386,-2.0616426
387,-0.77227074
388,-1.5567222
389,-1.9150752
390,-1.5288383
391,-1.5404248
392,0.07691772
393,-1.5160815
394,-1.7233672
395,-0.35564947
396,-2.2100778
397,-0.5475561
398,-0.014720754
399,-1.757871
400,-0.832096
401,-0.5043175
402,-2.0061572
403,0.0067319614
404,-0.54841214
405,-1.4808564
406,-1.9011545
407,-0.048911657
408,-0.864077
409,-0.47446927
410,-1.3546822
411,-0.468032
412,-1.4857244
413,-1.5081346
414,-1.0217975
415,-2.10857
416,-1.8606939
417,-0.4517467
418,-2.0304632
419,-2.027087
420,-2.2290075
421,-2.0820153
422,-2.038421
423,-0.88203245
424,-1.9664916
425,-1.7603979
426,-2.425413
427,0.17606725
428,-0.44401827
429,-1.981165
430,-2.0092752
431,-0.07752069
432,-1.825116
433,-0.76834565
434,-0.6885435
435,-1.774522
436,-1.9432663
437,-0.074022666
438,-0.6637393
439,-2.5012386
440,-1.8014079
441,0.38560456
442,-1.0127828
443,-0.897918
444,-2.026684
445,-1.9321843
446,0.8122251
447,-1.8292669
448,-0.90488034
449,-1.892007
450,-2.0892391
451,-0.11701574
452,-1.6623969
453,-1.97008
454,-0.34923312
455,-0.5464568
456,-1.481404
457,0.06704098
458,-1.8326802
459,-2.1982076
460,-1.1155671
461,-1.1875457
462,-1.886731
463,-1.9652921
464,-0.80787057
465,-1.9709353
466,-2.3165758
467,0.03438244
468,-1.0288283
469,-0.82362735
470,-0.011149242
471,-1.5352349
472,-1.5652885
473,-0.9056694
474,-0.4900522
475,-2.1904662
476,-1.9717381
477,-1.4274746
478,-0.6338871
479,-2.0862834
480,-1.8648337
481,-1.3599727
482,-0.46304718
483,-1.8346719
484,-1.3883638
485,-1.8115151
486,0.2276902
487,-1.6447383
488,-1.1842719
489,-0.8693998
490,-0.6317501
491,-1.547823
492,-2.0341463
493,-2.143334
494,-0.91190445
495,-1.2239506
496,-1.6646055
497,-0.4064535
498,-0.65146524
499,-1.8255693
500,0.03949657
501,-2.0588174
502,-0.9515603
503,-1.5789068
504,-1.756261
505,-2.1733148
506,-1.9049959
507,-1.1630363
508,-1.6741655
509,-0.34009597
510,-1.7671533
511,-1.8755136
512,-1.0924096
513,-2.2340174
514,-1.216461
515,0.8261379
516,-1.9981759
517,-0.65096223
518,0.40309352
519,-0.94466543
520,-1.6804016
521,-0.74872905
522,-0.37826702
523,-0.27564076
524,0.044422753
525,-1.1491218
526,-1.9806337
527,-2.282722
528,-1.6802397
529,-0.24475576
530,-1.7750268
531,-0.6616665
532,0.4360099
533,-1.126684
534,0.25410014
535,-0.87971663
536,-0.24652833
537,-1.9793783
538,-0.75822663
539,-0.4618676
540,-1.3084152
541,-2.0962594
542,-2.0693707
543,0.5047831
544,-0.33710587
545,-2.079172
546,-1.451251
547,-1.9101019
548,-1.7926507
549,-0.24417208
550,-0.93973833
551,-1.7315203
552,-2.1213388
553,-1.1879021
554,-1.278746
555,-0.75712514
556,0.41903344
557,-1.8801435
558,-0.95363665
559,-2.0161855
560,-0.23719305
561,-0.7150831
562,-1.2805147
563,-1.319348
564,-2.3248205
565,-1.7815263
566,-1.0876635
567,-1.9353393
568,-1.8640174
569,-0.007482835
570,-1.1414083
571,-1.8835831
572,-0.17705481
573,0.43845168
574,-1.1131955
575,-1.3028581
576,-1.1666167
577,-0.376429
578,-2.0825
579,-1.155564
580,0.11210732
581,-1.0595053
582,-1.8488783
583,-1.7156558
584,-1.0705093
585,-2.2919152
586,0.15646867
587,-0.91719973
588,-1.1437218
589,-2.0107071
590,-0.690416
591,-0.06348078
592,-2.160322
593,-1.5052485
594,-2.3676274
595,0.4639456
596,-1.6801878
597,-2.0553362
598,-2.1531184
599,-1.8102338
600,-0.13115244
601,-1.7062105
602,-1.6019576
603,-1.701137
604,-2.2908273
605,-2.086289
606,-2.0554657
607,-1.5572431
608,-2.2820797
609,-1.8673371
610,-1.667152
611,-2.21534
612,-1.660859
613,-1.365442
614,-2.0068593
615,-1.7211604
616,-1.967279
617,-1.9490722
618,-0.6947833
619,-0.9070012
620,-1.2103794
621,-1.9357793
622,-0.77694184
623,0.50935674
624,-2.071298
625,-1.0381662
626,-0.5286385
627,-1.8661608
628,-0.41659644
629,-0.57403994
630,-2.1180432
631,-0.5191415
632,-1.8264612
633,-1.054953
634,-2.14229
635,-2.1720657
636,-0.40244636
637,0.7870646
638,0.3611089
639,-1.969434
640,-0.2548177
641,-1.9618844
642,0.19257449
643,-1.0234623
644,-2.027604
645,-1.4621514
646,-1.5886314
647,-1.9559307
648,0.17228474
649,-2.164236
650,-0.66224915
651,-1.7375115
652,-2.0113707
653,-1.908622
654,-1.5211362
655,-1.5656536
656,-2.1893907
657,-0.7897726
658,-0.47695583
659,-0.7523697
660,-2.209259
661,0.44476616
662,-2.0714514
663,-0.37168482
664,-1.1135552
665,-1.2370099
666,-1.6549114
667,-0.83981663
668,-0.21874383
669,-1.8099271
670,-2.105628
671,-1.9503083
672,-1.5842865
673,-1.4553027
674,-0.7585846
675,-1.6060511
676,-2.1293926
677,-2.000897
678,-0.32474852
679,-1.8100287
680,-2.2133145
681,0.2439075
682,-1.3642966
683,0.34667382
684,-1.7102971
685,-1.0348961
686,-0.23103905
687,-1.505622
688,-2.08265
689,0.12278237
690,-1.9785907
691,-1.7063535
692,-1.8879428
693,-1.8956246
694,-0.9640549
695,-1.986105
696,-2.1677976
697,-1.941752
698,-1.9346664
699,-0.66225153
700,-1.8741149
701,-1.7843157
702,-0.9523427
703,-1.8649817
704,-0.43228835
705,-1.5254116
706,-2.1802614
707,-0.47307512
708,-0.7635984
709,-2.091499
710,-0.72598886
711,-1.2905178
712,-1.7916319
713,-1.8565793
714,-0.043556157
715,-1.7054114
716,-1.7213361
717,-1.3213392
718,-0.04345677
719,-1.0655063
720,-2.483244
721,-0.34519526
722,-0.050753694
723,-1.7672486
724,-0.21773843
725,-1.7790061
726,-0.16626455
727,-1.3216072
728,-1.9925358
729,-2.3240044
730,-2.0488822
731,-2.155462
732,-1.072521
733,-2.1753347
734,-1.902304
735,-2.0655415
736,-2.1250958
737,-1.2734219
738,-1.3571998
739,-1.0044837
740,-2.1155462
741,-2.028267
742,-1.1355968
743,-0.45536044
744,-0.6011396
745,-1.9333177
746,-1.1455449
747,-0.45042136
748,-1.9062202
749,-1.5869944
750,-1.3768164
751,-0.44873425
752,-1.7513437
753,-2.0001874
754,-0.07307614
755,-0.20054962
756,-1.65705
